source,target,length_m,bandwidth_capacity,travel_time_seconds,width_m
98042270,1849513615,25.46703082135997,2331.428571428572,2.292032773922397,13.6
98042270,6688293967,75.31217550683776,2914.285714285714,6.778095795615399,17.0
98042452,98043218,97.5690841695058,1165.7142857142858,8.781217575255523,6.8
98042452,106099274,44.95758762424159,822.8571428571428,4.046182886181743,8.0
98042452,2062618626,43.70500891784991,1165.7142857142858,3.933450802606492,6.8
98043217,106098001,124.59155026337248,768.0000000000001,11.213239523703525,6.4
98043217,2062620805,43.18825612723796,462.8571428571428,3.886943051451417,6.0
98043217,5719160869,12.088858729200297,462.8571428571428,1.0879972856280269,6.0
98043217,5719160873,26.500393467418093,768.0000000000001,2.3850354120676283,6.4
98043218,317129394,21.653655273635977,768.0000000000001,1.948828974627238,6.4
98043218,5719160874,35.54601921484122,768.0000000000001,3.19914172933571,6.4
98043218,6603125162,37.32525670892785,2331.428571428572,3.359273103803507,13.6
98043906,98043980,50.981806241581495,768.0000000000001,4.588362561742335,6.4
98043906,5703644821,57.71977738595928,768.0000000000001,5.194779964736336,6.4
98043906,9247782155,242.84123072400956,768.0000000000001,21.855710765160858,6.4
98043980,98011280,120.7345640165854,768.0000000000001,10.866110761492688,6.4
98043980,98044064,216.166737104614,822.8571428571428,19.455006339415256,8.0
98044064,103059312,60.54972091700578,1165.7142857142858,5.44947488253052,6.8
98044064,9247782155,126.98332944977474,1165.7142857142858,11.428499650479727,6.8
98044324,98012404,100.9145521689631,1199.9999999999998,9.082309695206678,10.0
98045869,103063464,84.4416950760328,768.0000000000001,7.599752556842953,6.4
98045869,2290010746,10.625460049810476,1357.7142857142856,0.9562914044829428,9.9
98048062,104834753,137.66983086463284,1357.7142857142856,12.390284777816955,9.9
98048062,438172280,112.13393991300208,1199.9999999999998,10.092054592170188,10.0
98048062,5485748523,76.03968643553885,822.8571428571428,6.843571779198498,8.0
98048062,6691518927,187.3689945542277,1357.7142857142856,16.863209509880495,9.9
98048062,6691518930,170.39758744615875,617.142857142857,15.335782870154288,6.0
98048709,322541371,90.26076574664393,1357.7142857142856,8.123468917197954,9.9
98048709,5700935270,50.97280432419692,905.1428571428572,4.587552389177723,6.6
98048709,5701309405,84.01411023711648,905.1428571428572,7.561269921340484,6.6
98048709,8830815141,81.54015618550316,1357.7142857142856,7.338614056695285,9.9
102992074,98014772,187.46774439930093,1357.7142857142856,16.872096995937085,9.9
102992074,103003909,57.980850610840726,768.0000000000001,5.218276554975666,6.4
102992075,102999741,83.21813441431149,768.0000000000001,7.489632097288035,6.4
102992075,103000208,124.4925748309861,617.142857142857,11.204331734788749,6.0
102992075,421501452,64.57719343896109,768.0000000000001,5.811947409506498,6.4
102992077,421501452,93.25418121467185,768.0000000000001,8.392876309320465,6.4
102992082,5707263043,39.47755548002533,2331.428571428572,3.55297999320228,13.6
102994445,102994900,84.21021907101922,1199.9999999999998,7.578919716391731,10.0
102994445,102995903,191.66622153511028,1199.9999999999998,17.249959938159925,10.0
102994445,102996041,55.36223376534777,1199.9999999999998,4.982601038881299,10.0
102994902,5707263043,26.90120250296411,2331.428571428572,2.42110822526677,13.6
102995086,102995088,135.93502891613596,768.0000000000001,12.234152602452236,6.4
102995229,102995230,33.83216174288133,1199.9999999999998,3.04489455685932,10.0
102995229,102995903,52.35311074673734,1199.9999999999998,4.711779967206361,10.0
102995230,102996041,182.93381084128072,822.8571428571428,16.464042975715266,8.0
102997194,102997197,80.65906923155725,822.8571428571428,7.259316230840153,8.0
102997194,102997577,100.95922780959673,822.8571428571428,9.086330502863705,8.0
102999142,102999144,54.31424516908406,822.8571428571428,4.888282065217566,8.0
102999142,103001090,178.85289852762864,822.8571428571428,16.096760867486577,8.0
102999142,103003909,187.39847547331385,822.8571428571428,16.865862792598247,8.0
102999144,102999145,55.00671647794146,822.8571428571428,4.950604483014732,8.0
102999144,103001089,187.4293600889577,617.142857142857,16.868642408006195,6.0
102999144,103004291,192.22300392492335,617.142857142857,17.300070353243104,6.0
102999145,102999146,71.63847234905218,822.8571428571428,6.447462511414696,8.0
102999145,103004895,195.89556427277196,822.8571428571428,17.630600784549475,8.0
102999146,102999148,84.80500950237113,822.8571428571428,7.632450855213403,8.0
102999146,102999740,202.5480346247232,905.1428571428572,18.229323116225085,6.6
102999146,102999741,199.13538535627373,905.1428571428572,17.922184682064636,6.6
102999740,103001088,76.10004781815921,768.0000000000001,6.849004303634329,6.4
102999741,103004895,60.84971624211112,768.0000000000001,5.476474461790001,6.4
103001088,103001089,60.4028098996384,768.0000000000001,5.436252890967456,6.4
103001088,103005711,179.0626041308824,822.8571428571428,16.115634371779414,8.0
103001089,103001090,61.46277538805396,768.0000000000001,5.5316497849248565,6.4
103001089,103005820,186.9511007250879,617.142857142857,16.82559906525791,6.0
103001090,103005169,197.95747857607864,822.8571428571428,17.81617307184708,8.0
103001091,103002789,65.26731204434599,1199.9999999999998,5.874058083991139,10.0
103001093,103002789,58.61551849827951,1199.9999999999998,5.2753966648451565,10.0
103003909,103004291,51.51530089016696,768.0000000000001,4.636377080115026,6.4
103004290,103004893,47.4727103588515,822.8571428571428,4.272543932296635,8.0
103004290,103005167,61.04171334571632,617.142857142857,5.493754201114469,6.0
103004291,103004895,54.02139727352714,768.0000000000001,4.861925754617443,6.4
103004893,11197869106,11.48401004619461,822.8571428571428,1.033560904157515,8.0
103005166,103005167,157.92203667789025,822.8571428571428,14.212983301010125,8.0
103005166,8130248900,22.89920104736328,1199.9999999999998,2.060928094262695,10.0
103005167,2217992947,56.05288104442684,822.8571428571428,5.044759293998416,8.0
103005169,103005820,56.82190893575794,822.8571428571428,5.113971804218215,8.0
103005169,103006224,71.76785609067461,822.8571428571428,6.459107048160716,8.0
103005711,103005820,59.47213975920052,822.8571428571428,5.352492578328047,8.0
103005711,11197869136,12.483007786898206,822.8571428571428,1.1234707008208389,8.0
103005711,11197873238,7.737595962064098,822.8571428571428,0.6963836365857689,8.0
103039350,2367211002,93.13003718123092,822.8571428571428,8.381703346310784,8.0
103039350,5706922870,54.657932712694006,1199.9999999999998,4.91921394414246,10.0
103039350,5706922881,56.67045460034174,1199.9999999999998,5.100340914030757,10.0
103039350,6611718420,109.78510287872616,822.8571428571428,9.880659259085354,8.0
103039351,103041218,61.20235369454405,822.8571428571428,5.508211832508964,8.0
103039351,103042653,119.35123820489213,822.8571428571428,10.741611438440293,8.0
103039351,5706922866,67.21973497653877,822.8571428571428,6.0497761478884895,8.0
103039351,6611718420,39.74803293689782,822.8571428571428,3.577322964320804,8.0
103041218,102996451,149.6765231176769,822.8571428571428,13.470887080590922,8.0
103041218,8130248888,116.73037054078507,822.8571428571428,10.505733348670658,8.0
103041218,11224700093,75.0909038163551,822.8571428571428,6.758181343471959,8.0
103041221,98009380,55.44511300272049,1199.9999999999998,4.990060170244845,10.0
103041221,98009586,59.53951287038385,1199.9999999999998,5.3585561583345465,10.0
103041221,8130248888,87.05820102802183,822.8571428571428,7.835238092521965,8.0
103045983,98009342,68.54460569062549,768.0000000000001,6.169014512156294,6.4
103045983,102990800,55.44396709558924,768.0000000000001,4.989957038603031,6.4
103045983,103004895,185.3670698182279,822.8571428571428,16.68303628364051,8.0
103047409,102992074,89.50718285760635,768.0000000000001,8.055646457184572,6.4
103047409,8272696621,131.83550825425033,822.8571428571428,11.86519574288253,8.0
103050310,98022531,89.54147729431922,822.8571428571428,8.058732956488731,8.0
103050310,9766564051,59.60614912229112,462.8571428571428,5.3645534210062005,6.0
103050316,103002487,180.88695119099904,462.8571428571428,16.279825607189913,6.0
103050316,9766564051,8.602570732096673,462.8571428571428,0.7742313658887006,6.0
103050316,12887833898,57.12106059816921,462.8571428571428,5.1408954538352285,6.0
103055868,98014779,67.83094757135325,905.1428571428572,6.104785281421792,6.6
103055868,103005167,74.56276171463044,617.142857142857,6.71064855431674,6.0
103055868,103006224,137.85981145564858,905.1428571428572,12.407383031008372,6.6
103059312,421495298,38.62866743017088,768.0000000000001,3.4765800687153794,6.4
103060015,103060016,54.59296013217288,1199.9999999999998,4.913366411895559,10.0
103060015,317968452,109.1920190667032,768.0000000000001,9.82728171600329,6.4
103060016,6596692312,69.08521253374278,462.8571428571428,6.21766912803685,6.0
103060016,6658401412,192.88508445104887,1199.9999999999998,17.3596576005944,10.0
103060021,317968479,92.26695797077686,1199.9999999999998,8.304026217369918,10.0
103060021,6658401412,42.905405906995625,1199.9999999999998,3.8614865316296063,10.0
103060021,13193505092,18.51203370788497,1199.9999999999998,1.6660830337096475,10.0
103060023,317968479,43.669226099014814,1199.9999999999998,3.9302303489113335,10.0
103060023,2275188545,49.82072026959094,822.8571428571428,4.483864824263185,8.0
103060023,5703642416,37.64345082603201,1199.9999999999998,3.387910574342881,10.0
103061231,1314209683,8.623767867154426,617.142857142857,0.7761391080438983,6.0
103061231,2371534393,168.80584525476542,905.1428571428572,15.192526072928889,6.6
103062630,1497544840,13.417322725334593,1199.9999999999998,1.2075590452801137,10.0
103062630,6658453755,60.1653865449287,1199.9999999999998,5.414884789043583,10.0
103063464,309639029,73.9451195515341,768.0000000000001,6.6550607596380695,6.4
103063464,309814374,178.20475059267136,822.8571428571428,16.038427553340423,8.0
103063464,2290010746,85.39053648752419,768.0000000000001,7.685148283877177,6.4
103063464,11415163461,165.38100666689635,822.8571428571428,14.884290600020671,8.0
103066330,1497544842,34.394367997397794,1199.9999999999998,3.095493119765801,10.0
103066330,6596686141,42.68865113792897,822.8571428571428,3.841978602413608,8.0
103066330,6596686177,50.57743813008251,1199.9999999999998,4.551969431707426,10.0
104777995,317968992,316.5473320174708,462.8571428571428,28.489259881572373,6.0
104777995,317969003,91.45828055298207,822.8571428571428,8.231245249768387,8.0
104777995,13065511620,49.8820120319767,822.8571428571428,4.489381082877904,8.0
104780979,1497969881,79.81270406071296,462.8571428571428,7.183143365464167,6.0
104782499,1497969864,83.34593863412576,822.8571428571428,7.501134477071319,8.0
104782499,10130376710,4.383461561267988,462.8571428571428,0.3945115405141189,6.0
104782500,1497969864,92.79432016145095,822.8571428571428,8.351488814530587,8.0
104782500,8277275721,47.60107441453536,1199.9999999999998,4.284096697308182,10.0
104782503,4530855103,22.13531241093074,1199.9999999999998,1.992178116983767,10.0
104783040,6687930409,13.480121768303434,1199.9999999999998,1.213210959147309,10.0
104783042,1497969880,37.06517677172891,768.0000000000001,3.335865909455602,6.4
104783042,1904406849,53.60741923791318,768.0000000000001,4.824667731412186,6.4
104783043,1497969880,12.709118289002715,768.0000000000001,1.1438206460102445,6.4
104783045,1497970357,44.15293153271488,1810.2857142857144,3.9737638379443383,13.2
104790684,13246104563,95.38373478799794,1165.7142857142858,8.584536130919815,6.8
104790687,5689804520,56.35510464670244,905.1428571428572,5.071959418203219,6.6
104790702,5689263042,49.61161846906458,1165.7142857142858,4.465045662215813,6.8
104790702,6415691012,130.04414109872886,1165.7142857142858,11.703972698885597,6.8
104790704,5687055666,59.77027218980534,462.8571428571428,5.3793244970824805,6.0
104790704,5687055668,29.46111456846423,2914.285714285714,2.6515003111617808,17.0
104790704,5687055679,102.80772048992053,2914.285714285714,9.252694844092847,17.0
104791976,104793004,181.87276767957144,1199.9999999999998,16.36854909116143,10.0
104791976,5698696494,99.81619979663904,905.1428571428572,8.983457981697514,6.6
104791990,9317861754,56.33137468299064,1199.9999999999998,5.069823721469158,10.0
104792185,6601041462,23.68897303395932,1199.9999999999998,2.132007573056339,10.0
104792185,6601041475,6.586409859148334,1199.9999999999998,0.5927768873233501,10.0
104792185,6601041479,23.520029024479264,905.1428571428572,2.116802612203134,6.6
104792844,104792846,36.60544615479635,1199.9999999999998,3.2944901539316715,10.0
104792846,12145642977,69.69915778242076,462.8571428571428,6.272924200417868,6.0
104792850,12145642984,49.759637784809534,462.8571428571428,4.478367400632858,6.0
104792850,12145642987,25.51582046363778,1199.9999999999998,2.2964238417274,10.0
104793003,104793004,62.85594658632314,1199.9999999999998,5.657035192769083,10.0
104793003,6638132260,75.88825249879235,1199.9999999999998,6.829942724891312,10.0
104793003,8332842600,203.82801847215524,462.8571428571428,18.34452166249397,6.0
104793004,13270340103,35.153320781090684,462.8571428571428,3.163798870298162,6.0
104793691,104793838,91.27926675858468,462.8571428571428,8.215134008272623,6.0
104793691,1686838595,34.02539952603585,1645.7142857142856,3.0622859573432266,12.0
104793691,1686838600,89.17306925874801,905.1428571428572,8.025576233287321,6.6
104793692,11052224063,56.45348664541391,905.1428571428572,5.080813798087252,6.6
104793698,1686841047,107.8104667407918,822.8571428571428,9.702942006671265,8.0
104793837,104793838,171.72203630709367,432.0,15.454983267638433,5.6
104793838,5707114496,20.380334695300963,462.8571428571428,1.8342301225770867,6.0
104795772,6625130944,25.834016724978945,768.0000000000001,2.325061505248105,6.4
104795775,104795784,186.974829355017,768.0000000000001,16.82773464195153,6.4
104795775,104796578,10.24965048130798,822.8571428571428,0.9224685433177184,8.0
104795784,309671955,51.52405643510187,1199.9999999999998,4.6371650791591685,10.0
104795786,5707116464,63.89049183291604,768.0000000000001,5.750144264962444,6.4
104795786,8333158021,55.61585929591648,768.0000000000001,5.005427336632484,6.4
104795787,5707114505,80.47315209202242,2057.142857142857,7.242583688282018,12.0
104795787,5707116464,73.80672799729325,768.0000000000001,6.642605519756393,6.4
104795787,6632328608,79.17136133848642,2057.142857142857,7.125422520463778,12.0
104796559,5710117800,130.25247489047635,822.8571428571428,11.722722740142872,8.0
104796559,6632477212,6.071645350394229,822.8571428571428,0.5464480815354806,8.0
104796559,9596531579,37.57314157994447,822.8571428571428,3.381582742195002,8.0
104796570,11507857407,29.636415304441133,822.8571428571428,2.667277377399702,8.0
104796575,104796578,53.913247989288365,822.8571428571428,4.852192319035953,8.0
104796575,1757004291,54.58566660058656,462.8571428571428,4.91270999405279,6.0
104796578,5710117779,68.74251012259647,822.8571428571428,6.186825911033683,8.0
104833240,5698346234,107.71959842409616,768.0000000000001,9.694763858168654,6.4
104833240,6641400029,87.52350006533855,768.0000000000001,7.87711500588047,6.4
104833241,104833841,105.9393825283292,768.0000000000001,9.534544427549628,6.4
104833241,5698346234,99.10464511238942,768.0000000000001,8.919418060115047,6.4
104833241,6551106025,95.31039094579415,768.0000000000001,8.577935185121474,6.4
104833241,12055853108,25.19355127304822,822.8571428571428,2.26741961457434,8.0
104833244,12055853108,58.00516051901121,822.8571428571428,5.220464446711009,8.0
104833244,12057568372,23.74371556786303,462.8571428571428,2.136934401107673,6.0
104833247,104834739,53.330281450205696,822.8571428571428,4.799725330518513,8.0
104834739,12056653549,30.647374074999224,822.8571428571428,2.7582636667499303,8.0
104834743,11890835516,39.45561669894586,462.8571428571428,3.551005502905128,6.0
104834746,11243083291,116.4476128572838,905.1428571428572,10.48028515715554,6.6
104834746,12059529983,79.29413619538866,432.0,7.13647225758498,5.6
104838744,104839740,46.8775568558612,768.0000000000001,4.218980117027508,6.4
104838744,104839741,43.97606206886987,768.0000000000001,3.957845586198289,6.4
104839740,104839741,39.66150743815502,768.0000000000001,3.569535669433952,6.4
106049506,5710297084,86.10599224045603,822.8571428571428,7.749539301641043,8.0
106049506,5710297114,39.27015055524714,1199.9999999999998,3.534313549972243,10.0
106049506,5710309335,22.431952326412944,1199.9999999999998,2.018875709377165,10.0
106073057,5710222999,115.0724370776319,1165.7142857142858,10.35651933698687,6.8
106073057,5710224227,31.041363918616625,1165.7142857142858,2.7937227526754964,6.8
106073057,11508119601,241.2062760972705,617.142857142857,21.708564848754342,6.0
106075058,5828495394,67.08661054429358,617.142857142857,6.037794948986422,6.0
106075058,6644349666,12.532959774817169,617.142857142857,1.127966379733545,6.0
106075058,7629084174,100.69504803207428,768.0000000000001,9.062554322886683,6.4
106075815,3229069513,35.640544193436405,617.142857142857,3.2076489774092765,6.0
106078176,1692612422,79.12586273153552,1357.7142857142856,7.121327645838197,9.9
106078176,1692612424,69.93710540035528,822.8571428571428,6.294339486031976,8.0
106078176,5828495426,111.3351451396825,1357.7142857142856,10.020163062571426,9.9
106078192,5716248338,114.66729334791988,905.1428571428572,10.32005640131279,6.6
106078192,6631899067,35.58507773566511,462.8571428571428,3.20265699620986,6.0
106078192,8273233992,70.64316053119202,822.8571428571428,6.357884447807282,8.0
106078192,8273233996,100.22265876013664,905.1428571428572,9.0200392884123,6.6
106078632,9599559722,64.91119690530451,768.0000000000001,5.8420077214774055,6.4
106078638,442990465,46.78966858780521,905.1428571428572,4.211070172902469,6.6
106078638,5710673992,38.614975916285054,2331.428571428572,3.475347832465655,13.6
106078638,6587651051,50.743285803751455,2331.428571428572,4.566895722337631,13.6
106078638,9599559722,59.21675204110121,768.0000000000001,5.329507683699109,6.4
106080712,1498111747,71.2592973387636,768.0000000000001,6.413336760488725,6.4
106080712,8273234119,74.5401233804441,1748.5714285714284,6.708611104239969,10.2
106087752,445971581,69.77049386074823,462.8571428571428,6.279344447467341,6.0
106087752,11477647806,44.48544228164673,462.8571428571428,4.003689805348206,6.0
106092358,317129385,147.93117223319553,768.0000000000001,13.313805500987598,6.4
106092358,1312645224,46.06400560971661,822.8571428571428,4.145760504874495,8.0
106092370,12922499392,202.64936869276383,462.8571428571428,18.238443182348743,6.0
106094000,106094001,25.95481606120423,768.0000000000001,2.3359334455083807,6.4
106094000,2195289142,42.51111457815323,1165.7142857142858,3.8260003120337913,6.8
106094000,2195289151,37.54529474512712,768.0000000000001,3.379076527061441,6.4
106094001,2091852926,42.477753990846445,768.0000000000001,3.82299785917618,6.4
106094001,2091852936,43.89617062566453,1165.7142857142858,3.950655356309808,6.8
106094001,5716548981,71.04003780264057,1165.7142857142858,6.393603402237652,6.8
106096292,5716548974,75.22095300006413,822.8571428571428,6.769885770005772,8.0
106096295,106096296,35.52952305325825,822.8571428571428,3.1976570747932427,8.0
106096295,5716548974,72.15253495574171,822.8571428571428,6.493728146016754,8.0
106096296,9374853773,20.08192947907009,822.8571428571428,1.8073736531163085,8.0
106096301,9374853773,29.628125899861217,822.8571428571428,2.66653133098751,8.0
106098001,317968403,91.70311252525032,768.0000000000001,8.253280127272529,6.4
106098001,6603139954,32.87838819737779,308.5714285714285,2.959054937764001,3.0
106098685,5719141022,10.813407301412408,822.8571428571428,0.9732066571271168,8.0
106098690,2062617518,23.393980277211696,308.5714285714285,2.1054582249490528,3.0
106098690,6603139954,11.643110844108376,308.5714285714285,1.047879975969754,3.0
106098697,106098698,95.800938813491,308.5714285714285,8.62208449321419,3.0
106098697,6603248987,23.52606359750065,308.5714285714285,2.117345723775059,3.0
106098698,6642019903,32.068883851675935,768.0000000000001,2.8861995466508343,6.4
106099274,2062618427,30.834313989116232,822.8571428571428,2.775088259020461,8.0
106099274,2062618914,100.37891497658516,462.8571428571428,9.034102347892665,6.0
106099276,106099277,23.771808471935383,822.8571428571428,2.1394627624741847,8.0
106099276,2062618669,21.63983426237795,462.8571428571428,1.9475850836140156,6.0
106099276,2062620786,28.521370920963797,822.8571428571428,2.566923382886741,8.0
106099277,2062618180,33.84087895788159,462.8571428571428,3.045679106209344,6.0
106099277,2062618309,58.35200474104835,822.8571428571428,5.251680426694351,8.0
106099279,2062617518,30.25758913002681,308.5714285714285,2.7231830217024133,3.0
106099279,2062618309,48.65540371160053,822.8571428571428,4.378986334044048,8.0
106099279,6603248987,65.58741683559883,308.5714285714285,5.902867515203895,3.0
106101380,106101759,68.04115832823156,768.0000000000001,6.1237042495408405,6.4
106101380,2100928959,36.25455255363339,462.8571428571428,3.262909729827005,6.0
106101388,8595806446,87.7085550743378,462.8571428571428,7.893769956690402,6.0
106101388,10593887625,7.97549468248417,768.0000000000001,0.7177945214235754,6.4
106101664,106101759,25.280693914303196,768.0000000000001,2.2752624522872877,6.4
106101664,5716402917,110.08332891979352,768.0000000000001,9.907499602781416,6.4
106101664,5716406840,76.65263926596802,822.8571428571428,6.898737533937122,8.0
106101758,309328331,19.438048102834788,822.8571428571428,1.749424329255131,8.0
106101758,2100928790,50.44044843155704,822.8571428571428,4.539640358840134,8.0
106101758,5716422794,145.80933363799286,822.8571428571428,13.122840027419358,8.0
106101759,5716402918,58.52909102074465,462.8571428571428,5.267618191867019,6.0
106101759,5716406842,128.48305327652577,822.8571428571428,11.56347479488732,8.0
106102270,2100929367,20.77918649144776,462.8571428571428,1.8701267842302984,6.0
106103832,5701182814,61.76411864768176,768.0000000000001,5.558770678291358,6.4
106103832,11454997170,10.71900446782659,768.0000000000001,0.9647104021043932,6.4
106103832,11820478773,90.47256057758422,462.8571428571428,8.14253045198258,6.0
106103833,309327876,30.697650421133044,768.0000000000001,2.762788537901974,6.4
106103833,6647302726,86.02295745913645,768.0000000000001,7.742066171322281,6.4
106104806,1654255052,102.03478155869335,905.1428571428572,9.183130340282402,6.6
106106168,309327876,130.6866866751449,768.0000000000001,11.761801800763042,6.4
106106168,438039401,17.28195076017006,768.0000000000001,1.5553755684153052,6.4
106106169,317968427,118.79478884512623,1357.7142857142856,10.691530996061363,9.9
106106169,438039401,18.48686257296537,768.0000000000001,1.6638176315668836,6.4
106106169,5698701205,47.74430804836778,1199.9999999999998,4.2969877243531,10.0
106106169,6638240090,97.63181631932594,905.1428571428572,8.786863468739334,6.6
106107169,2049252579,141.10308903619713,905.1428571428572,12.699278013257745,6.6
106107923,92383657,16.92843309496095,329.1428571428572,1.5235589785464856,3.2
106107923,104834755,42.032713569809886,1357.7142857142856,3.78294422128289,9.9
