path_idx,request_id,start_time,travel_time,num_nodes,num_edges,time_per_edge
407,422,0,625.6846721440055,74,73,8.57
408,423,0,277.8701506257057,54,53,5.24
409,424,0,545.5911626658269,90,89,6.13
410,425,0,432.57001160692585,86,85,5.09
411,426,0,402.4610037249463,92,91,4.42
412,427,0,927.3130550335057,73,72,12.88
413,428,0,722.0559628787357,110,109,6.62
414,429,0,413.09126904567313,91,90,4.59
415,430,0,504.60396164655685,76,75,6.73
416,431,0,986.6885539589475,171,170,5.80
417,432,0,779.9671444880277,185,184,4.24
418,433,0,529.5583279032335,99,98,5.40
419,434,0,849.2472457944476,158,157,5.41
420,436,0,1412.7790140336897,129,128,11.04
421,437,0,686.2697033947371,139,138,4.97
422,438,0,452.7938466775349,86,85,5.33
423,439,0,268.45932841944415,60,59,4.55
424,440,0,642.6086086566735,132,131,4.91
425,441,0,251.927735298872,89,88,2.86
426,442,0,192.9909647775482,66,65,2.97
427,443,0,1059.0112678490927,168,167,6.34
428,444,0,514.5548341992403,58,57,9.03
429,445,0,857.445150006698,118,117,7.33
430,446,0,588.6949097269633,99,98,6.01
431,447,0,661.5475110656544,76,75,8.82
432,448,0,931.3208653191529,165,164,5.68
433,449,0,384.72583199990225,79,78,4.93
434,450,0,612.8213071236178,75,74,8.28
435,451,0,618.3604633380114,89,88,7.03
436,452,0,483.96933774562183,91,90,5.38
437,453,0,602.9647843322234,129,128,4.71
438,454,0,627.2804091692104,112,111,5.65
439,455,0,375.1514964103699,59,58,6.47
440,456,0,369.9754247117591,38,37,10.00
441,457,0,282.3700586086344,53,52,5.43
442,458,0,655.3407816670988,104,103,6.36
443,459,0,347.41358320174925,84,83,4.19
444,460,0,412.10072022782634,70,69,5.97
445,461,0,437.80442836880684,83,82,5.34
446,462,0,491.0992020287926,91,90,5.46
447,463,0,978.4702639562626,133,132,7.41
448,464,0,697.5829416683268,159,158,4.42
449,465,0,981.7650519736436,176,175,5.61
450,466,0,483.0653027532488,78,77,6.27
451,467,0,576.9095724076033,123,122,4.73
452,468,0,440.27932619963576,88,87,5.06
453,469,0,503.56978356838226,113,112,4.50
454,470,0,802.391790290769,156,155,5.18
455,471,0,200.18496939034307,49,48,4.17
456,472,0,706.7634816953099,91,90,7.85
457,473,0,445.80919715162497,83,82,5.44
458,474,0,989.0979848206043,170,169,5.85
459,475,0,425.84836737034186,84,83,5.13
460,476,0,526.190691518211,85,84,6.26
461,477,0,541.0934040159992,87,86,6.29
462,478,0,358.84151092822486,74,73,4.92
